school,relationship_status,have_ever_relationship,life_satisfaction,relationship_satisfaction,self_desirability,num_relationships
Washington University in St. Louis,Single and looking for a relationship,No,4,3,5,
Washington University in St. Louis,Single and looking for a relationship,No,4,2,4,
Princeton University,Single and not looking for a relationship,Yes,7,,6,1
Washington University in St. Louis,Single and looking for a relationship,No,5,3,2,
Washington University in St. Louis,"In a relationship, less than 6 months",Yes,5,5,5,2
Carnegie Mellon University,"In a relationship, longer than 6 months",Yes,6,8,5,1
Harvard College,Single and looking for a relationship,No,7,3,7,
Boston College,Single and looking for a relationship,No,6,1,4,
Washington University in St. Louis,"In a relationship, longer than 6 months",Yes,6,6,,1
The University of Chicago,Single and looking for a relationship,No,6,2,5,
"University of California, Los Angeles",Single and looking for a relationship,Yes,6,3,5,0
"University of California, San Diego",Single and looking for a relationship,No,6,1,1,
Brown University,Single and looking for a relationship,No,5,2,3,
University of Pennsylvania,Single and looking for a relationship,No,5,3,,
University of Wisconsin-Madison,Single and looking for a relationship,Yes,5,2,4,3
Wesleyan University,Single and looking for a relationship,Yes,2,3,7,1
Washington University in St. Louis,Single and looking for a relationship,No,6,3,6,
University of Wisconsin-Madison,Single and looking for a relationship,No,6,3,6,
The University of Chicago,Single and looking for a relationship,No,5,5,7,
Boston College,"In a relationship, longer than 6 months",Yes,6,8,7,2
Brown University,Single and looking for a relationship,Yes,6,2,7,3
Wesleyan University,Single and not looking for a relationship,Yes,5,,6,
Boston College,"In a relationship, longer than 6 months",Yes,5,6,6,1
Boston College,Single and looking for a relationship,No,7,1,4,
University of Wisconsin-Madison,Single and looking for a relationship,No,5,0,2,
Brown University,"In a relationship, less than 6 months",Yes,5,3,6,2
Wesleyan University,Single and looking for a relationship,No,3,1,,
Washington University in St. Louis,"In a relationship, less than 6 months",Yes,6,3,8,
University of Washington,Single and not looking for a relationship,No,6,,5,
The Claremont Colleges,Single and not looking for a relationship,No,6,5,7,
Wellesley College,Single and not looking for a relationship,No,6,7,6,
Massachusetts Institute of Technology,"In a relationship, longer than 6 months",Yes,5,6,5,1
Princeton University,Single and looking for a relationship,No,7,5,7,
Massachusetts Institute of Technology,Single and not looking for a relationship,No,6,6,5,
Wesleyan University,Single and looking for a relationship,No,6,3,6,
McGill University,Single and looking for a relationship,No,6,2,6,
The University of Chicago,Single and not looking for a relationship,Yes,3,4,6,1
Williams College,Single and not looking for a relationship,No,6,4,6,
Harvard College,"In a relationship, less than 6 months",Yes,3,5,4,1
University of Washington,Single and not looking for a relationship,No,5,5,1,
Washington University in St. Louis,"In a relationship, longer than 6 months",Yes,7,7,5,3
Vanderbilt University,Single and not looking for a relationship,No,8,,6,
Brown University,Single and not looking for a relationship,No,6,4,5,
Harvard College,Single and looking for a relationship,Yes,7,1,6,4
The Claremont Colleges,Single and looking for a relationship,No,5,3,3,
Washington University in St. Louis,Single and looking for a relationship,No,5,2,5,
University of Pennsylvania,Single and not looking for a relationship,No,6,3,5,
Washington University in St. Louis,Single and looking for a relationship,No,4,1,4,
The University of Chicago,Single and not looking for a relationship,Yes,6,6,6,2
The University of Chicago,Single and looking for a relationship,No,5,2,4,
Brown University,"In a relationship, less than 6 months",Yes,5,7,7,3
"University of California, Los Angeles",Single and looking for a relationship,No,5,2,6,
Princeton University,"In a relationship, less than 6 months",Yes,6,7,5,2
Washington University in St. Louis,Single and looking for a relationship,Yes,3,3,5,1
Dartmouth College,"In a relationship, less than 6 months",Yes,6,2,6,1
The Claremont Colleges,"In a relationship, longer than 6 months",No,6,7,6,
University of Pennsylvania,Single and looking for a relationship,No,5,6,5,
University of Wisconsin-Madison,Single and not looking for a relationship,No,3,4,5,
University of Washington,Single and not looking for a relationship,No,5,,6,
Wesleyan University,Single and not looking for a relationship,No,7,8,4,
Wesleyan University,Single and not looking for a relationship,No,2,0,1,
Columbia University,Single and not looking for a relationship,No,6,4,4,
Yale University,Single and looking for a relationship,No,7,2,7,
Wesleyan University,"In a relationship, less than 6 months",Yes,4,5,5,2
Wesleyan University,Single and looking for a relationship,No,5,3,6,
"University of California, San Diego",Single and looking for a relationship,No,6,3,7,
The University of Chicago,"In a relationship, less than 6 months",Yes,5,5,3,3
University of Pennsylvania,Single and looking for a relationship,Yes,6,1,6,1
Boston College,,,,,,
Dartmouth College,Single and looking for a relationship,No,6,3,,
Washington University in St. Louis,Single and looking for a relationship,No,,1,6,
Washington University in St. Louis,"In a relationship, less than 6 months",Yes,3,5,5,1
Dartmouth College,Single and looking for a relationship,Yes,2,2,5,1
Harvard College,Single and looking for a relationship,No,1,0,3,
Boston College,Single and looking for a relationship,No,5,1,5,
Vanderbilt University,Single and looking for a relationship,No,6,2,5,
Dartmouth College,Single and not looking for a relationship,Yes,6,4,4,1
Yale University,Single and not looking for a relationship,No,7,2,2,
The University of Chicago,Single and looking for a relationship,No,7,3,4,
Tufts University,Single and looking for a relationship,No,2,0,3,
Harvard College,"In a relationship, less than 6 months",Yes,6,7,6,5
"University of California, Berkeley",Single and looking for a relationship,Yes,6,1,5,1
Dartmouth College,"In a relationship, less than 6 months",Yes,6,7,6,2
University of Wisconsin-Madison,Single and looking for a relationship,Yes,5,2,6,5
Yale University,Single and looking for a relationship,No,6,2,6,
Washington University in St. Louis,Single and not looking for a relationship,No,5,0,2,
The Claremont Colleges,Single and looking for a relationship,No,3,0,6,
Boston College,Single and not looking for a relationship,No,5,1,2,
University of Wisconsin-Madison,Single and looking for a relationship,No,8,4,5,
The University of Chicago,"In a relationship, less than 6 months",Yes,6,7,7,1
Yale University,Single and looking for a relationship,No,6,4,6,
Washington University in St. Louis,"In a relationship, longer than 6 months",Yes,4,6,4,
University of Wisconsin-Madison,Single and looking for a relationship,No,6,3,6,
Princeton University,Single and not looking for a relationship,No,6,4,5,
Washington University in St. Louis,Single and looking for a relationship,No,5,2,3,
University of Pennsylvania,Single and not looking for a relationship,No,5,2,6,
Harvard College,Single and not looking for a relationship,No,6,,6,
The University of Chicago,Single and looking for a relationship,Yes,5,2,4,3
University of Pennsylvania,Single and not looking for a relationship,Yes,5,4,5,2
Boston College,Single and looking for a relationship,No,6,0,5,
University of Washington,Single and looking for a relationship,No,4,3,6,
Massachusetts Institute of Technology,"In a relationship, longer than 6 months",Yes,7,7,5,1
University of Wisconsin-Madison,Single and looking for a relationship,No,6,3,5,
Harvard College,Single and not looking for a relationship,No,5,4,5,
Williams College,Single and looking for a relationship,No,6,2,3,
University of Wisconsin-Madison,Single and not looking for a relationship,Yes,3,0,3,1
University of Pennsylvania,Single and looking for a relationship,Yes,6,1,4,1
Brown University,Single and looking for a relationship,No,6,6,,
The Claremont Colleges,Single and looking for a relationship,No,3,,6,
University of Washington,Single and looking for a relationship,No,6,2,5,
Boston College,Single and looking for a relationship,No,3,1,5,
Massachusetts Institute of Technology,Single and looking for a relationship,Yes,3,2,0,1
The University of Chicago,"In a relationship, longer than 6 months",Yes,7,8,8,1
University of Washington,Single and looking for a relationship,No,6,2,7,
Carnegie Mellon University,"In a relationship, longer than 6 months",Yes,6,7,6,1
Brown University,Single and looking for a relationship,Yes,7,4,6,1
Brown University,"In a relationship, longer than 6 months",Yes,4,6,5,1
Washington University in St. Louis,"In a relationship, less than 6 months",Yes,4,6,5,1
University of Pennsylvania,Single and not looking for a relationship,No,5,2,3,
Boston College,Single and looking for a relationship,No,4,2,5,
University of Washington,Single and not looking for a relationship,No,6,2,,
Wellesley College,Single and looking for a relationship,No,6,1,,
Boston College,Single and not looking for a relationship,No,6,4,6,
Harvard College,Single and looking for a relationship,Yes,6,5,6,1.5
"University of California, Los Angeles",Single and looking for a relationship,No,6,0,2,
Massachusetts Institute of Technology,Single and looking for a relationship,Yes,5,2,5,1
Massachusetts Institute of Technology,Single and looking for a relationship,Yes,4,5,5,1
Washington University in St. Louis,Single and looking for a relationship,No,5,5,4,
University of Washington,Single and not looking for a relationship,No,6,3,5,
Yale University,Single and looking for a relationship,Yes,6,1,3,1
Carnegie Mellon University,"In a relationship, less than 6 months",Yes,6,7,3,1
University of Pennsylvania,Single and not looking for a relationship,Yes,6,3,3,1
New York University,Single and looking for a relationship,No,6,1,6,
"University of California, Los Angeles",Single and looking for a relationship,No,7,2,3,
Dartmouth College,"In a relationship, less than 6 months",Yes,6,7,7,2
University of Pennsylvania,Single and looking for a relationship,No,6,2,3,
University of Wisconsin-Madison,Single and not looking for a relationship,No,3,5,5,
